Agency,AgencyFull,Sector,SubSector,Activity,Sub Activity ,Sub Activity 2,Province,District,Type_of_Location,Status,StartDate,EndDate,Inside3RP,Total,Region,P_Code,P_Code_District,AgencyFull
ASAM,ASAM,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Authority visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Protection monitoring,Detention monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,Protection,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,National level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Advocacy,Sub-national level,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Household visits,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Focus group discussions,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assessment,Key informant interviews,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,"For acute, temporary needs",Unrestricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,Restricted cash,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,E-voucher,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (centre based) sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",,,,,,,,Yes,1,Non-SE,TR35,TR3501819,ASAM
